username,waktu,teks_komentar,jumlah_likes,sumber_video,case_folding,komentar_final,bigrams
@ScenticaI,2 years ago," @RIZFERD  ya buat standar kita mobil"" di eropa mah bagus semua, tapi bagi mereka? ya mercy c class, toyota avalon, dll itu mobil biasa, lagian kan itu di eropa, di indo emang mobil"" di atas jadi taksi? sebagian aja gak masuk sini, lagian carmudi aja ""meremehkan"" taksi di indonesia yang rata"" emang jelek",0,https://youtube.com/watch?v=YdTPa-zESgM," @rizferd  ya buat standar kita mobil"" di eropa mah bagus semua, tapi bagi mereka? ya mercy c class, toyota avalon, dll itu mobil biasa, lagian kan itu di eropa, di indo emang mobil"" di atas jadi taksi? sebagian aja gak masuk sini, lagian carmudi aja ""meremehkan"" taksi di indonesia yang rata"" emang jelek","['buat', 'standar', 'mobil', 'eropa', 'mah', 'bagus', 'semua', 'mercy', 'class', 'toyota', 'avalon', 'mobil', 'biasa', 'kan', 'eropa', 'indo', 'emang', 'mobil', 'atas', 'jadi', 'taksi', 'masuk', 'sini', 'carmudi', 'remeh', 'taksi', 'indonesia', 'rata', 'emang', 'jelek']","[('buat', 'standar'), ('standar', 'mobil'), ('mobil', 'eropa'), ('eropa', 'mah'), ('mah', 'bagus'), ('bagus', 'semua'), ('semua', 'mercy'), ('mercy', 'class'), ('class', 'toyota'), ('toyota', 'avalon'), ('avalon', 'mobil'), ('mobil', 'biasa'), ('biasa', 'kan'), ('kan', 'eropa'), ('eropa', 'indo'), ('indo', 'emang'), ('emang', 'mobil'), ('mobil', 'atas'), ('atas', 'jadi'), ('jadi', 'taksi'), ('taksi', 'masuk'), ('masuk', 'sini'), ('sini', 'carmudi'), ('carmudi', 'remeh'), ('remeh', 'taksi'), ('taksi', 'indonesia'), ('indonesia', 'rata'), ('rata', 'emang'), ('emang', 'jelek')]"
@abrahamchandra2966,2 years ago,"Ya harus begini dibuatnya vios.. klo masih cum facelift2 aja, mindsetnya masih mobil taksi..",0,https://youtube.com/watch?v=YdTPa-zESgM,"ya harus begini dibuatnya vios.. klo masih cum facelift2 aja, mindsetnya masih mobil taksi..","['begini', 'buat', 'vios', 'kalau', 'cum', 'facelift', 'mindsetnya', 'mobil', 'taksi']","[('begini', 'buat'), ('buat', 'vios'), ('vios', 'kalau'), ('kalau', 'cum'), ('cum', 'facelift'), ('facelift', 'mindsetnya'), ('mindsetnya', 'mobil'), ('mobil', 'taksi')]"
@tyorivera6220,2 years ago,"waahhh, vios baru!! pas banget lagi cari vios 1 minggu ini.. Bismillah, bisa yookkk",3,https://youtube.com/watch?v=YdTPa-zESgM,"waahhh, vios baru!! pas banget lagi cari vios 1 minggu ini.. bismillah, bisa yookkk","['waahhh', 'vios', 'baru', 'pas', 'banget', 'cari', 'vios', 'minggu', 'bismillah', 'yookkk']","[('waahhh', 'vios'), ('vios', 'baru'), ('baru', 'pas'), ('pas', 'banget'), ('banget', 'cari'), ('cari', 'vios'), ('vios', 'minggu'), ('minggu', 'bismillah'), ('bismillah', 'yookkk')]"
@vsfishingchannel3689,2 years ago,Masih kurang oke..gak tau kalau liat aslinya..,0,https://youtube.com/watch?v=YdTPa-zESgM,masih kurang oke..gak tau kalau liat aslinya..,"['kurang', 'oke', 'tau', 'kalau', 'liat', 'asli']","[('kurang', 'oke'), ('oke', 'tau'), ('tau', 'kalau'), ('kalau', 'liat'), ('liat', 'asli')]"
@Samuel-zw5qj,2 years ago,Warna biru muda ada?,0,https://youtube.com/watch?v=YdTPa-zESgM,warna biru muda ada?,"['warna', 'biru', 'muda']","[('warna', 'biru'), ('biru', 'muda')]"
@bfauzi96,2 years ago (edited),"Analisa pribadi
Karena munculnya avanza dan veloz lebih dahulu daripada vios ini, menurut saya ada beberapa kemiripan desain dan fitur
1. Gril radiator super besar di depan= mirip avanza
2. Garis super panjang yang ditarik dari lampu depan hingga lampu belakang melewati handle pintu= mirip avanza dan veloz
3. Setir = mirip avanza dan veloz
4. Fitur tss= mirip veloz tss
5. Transmisi= mirip avanza dan veloz
6. Rem parkir elektrik= mirip veloz
7. 2 usb port baris ke 2= mirip avanza dan veloz
8. Mesin= mirip avanza dan veloz
9. Platform TNGA = mirip avanza dan veloz
10. Varian = mirip avanza
11. Panel ac = mirip veloz (ada penambahan arah semburan ke kaki)
12. Cuff holder kiri depan = mirip avanza",0,https://youtube.com/watch?v=YdTPa-zESgM,"analisa pribadi
karena munculnya avanza dan veloz lebih dahulu daripada vios ini, menurut saya ada beberapa kemiripan desain dan fitur
1. gril radiator super besar di depan= mirip avanza
2. garis super panjang yang ditarik dari lampu depan hingga lampu belakang melewati handle pintu= mirip avanza dan veloz
3. setir = mirip avanza dan veloz
4. fitur tss= mirip veloz tss
5. transmisi= mirip avanza dan veloz
6. rem parkir elektrik= mirip veloz
7. 2 usb port baris ke 2= mirip avanza dan veloz
8. mesin= mirip avanza dan veloz
9. platform tnga = mirip avanza dan veloz
10. varian = mirip avanza
11. panel ac = mirip veloz (ada penambahan arah semburan ke kaki)
12. cuff holder kiri depan = mirip avanza","['analisa', 'pribadi', 'muncul', 'avanza', 'veloz', 'lebih', 'vios', 'turut', 'beberapa', 'mirip', 'desain', 'fitur', 'gril', 'radiator', 'super', 'besar', 'depan', 'mirip', 'avanza', 'garis', 'super', 'panjang', 'tarik', 'lampu', 'depan', 'hingga', 'lampu', 'belakang', 'lewat', 'handle', 'pintu', 'mirip', 'avanza', 'veloz', 'setir', 'mirip', 'avanza', 'veloz', 'fitur', 'tss', 'mirip', 'veloz', 'tss', 'transmisi', 'mirip', 'avanza', 'veloz', 'rem', 'parkir', 'elektrik', 'mirip', 'veloz', 'usb', 'port', 'baris', 'mirip', 'avanza', 'veloz', 'mesin', 'mirip', 'avanza', 'veloz', 'platform', 'tnga', 'mirip', 'avanza', 'veloz', 'varian', 'mirip', 'avanza', 'panel', 'mirip', 'veloz', 'tambah', 'arah', 'sembur', 'kaki', 'cuff', 'holder', 'kiri', 'depan', 'mirip', 'avanza']","[('analisa', 'pribadi'), ('pribadi', 'muncul'), ('muncul', 'avanza'), ('avanza', 'veloz'), ('veloz', 'lebih'), ('lebih', 'vios'), ('vios', 'turut'), ('turut', 'beberapa'), ('beberapa', 'mirip'), ('mirip', 'desain'), ('desain', 'fitur'), ('fitur', 'gril'), ('gril', 'radiator'), ('radiator', 'super'), ('super', 'besar'), ('besar', 'depan'), ('depan', 'mirip'), ('mirip', 'avanza'), ('avanza', 'garis'), ('garis', 'super'), ('super', 'panjang'), ('panjang', 'tarik'), ('tarik', 'lampu'), ('lampu', 'depan'), ('depan', 'hingga'), ('hingga', 'lampu'), ('lampu', 'belakang'), ('belakang', 'lewat'), ('lewat', 'handle'), ('handle', 'pintu'), ('pintu', 'mirip'), ('mirip', 'avanza'), ('avanza', 'veloz'), ('veloz', 'setir'), ('setir', 'mirip'), ('mirip', 'avanza'), ('avanza', 'veloz'), ('veloz', 'fitur'), ('fitur', 'tss'), ('tss', 'mirip'), ('mirip', 'veloz'), ('veloz', 'tss'), ('tss', 'transmisi'), ('transmisi', 'mirip'), ('mirip', 'avanza'), ('avanza', 'veloz'), ('veloz', 'rem'), ('rem', 'parkir'), ('parkir', 'elektrik'), ('elektrik', 'mirip'), ('mirip', 'veloz'), ('veloz', 'usb'), ('usb', 'port'), ('port', 'baris'), ('baris', 'mirip'), ('mirip', 'avanza'), ('avanza', 'veloz'), ('veloz', 'mesin'), ('mesin', 'mirip'), ('mirip', 'avanza'), ('avanza', 'veloz'), ('veloz', 'platform'), ('platform', 'tnga'), ('tnga', 'mirip'), ('mirip', 'avanza'), ('avanza', 'veloz'), ('veloz', 'varian'), ('varian', 'mirip'), ('mirip', 'avanza'), ('avanza', 'panel'), ('panel', 'mirip'), ('mirip', 'veloz'), ('veloz', 'tambah'), ('tambah', 'arah'), ('arah', 'sembur'), ('sembur', 'kaki'), ('kaki', 'cuff'), ('cuff', 'holder'), ('holder', 'kiri'), ('kiri', 'depan'), ('depan', 'mirip'), ('mirip', 'avanza')]"
@kartinosurodipo4520,2 years ago (edited),"Vios rasa Veloz 🤣🤣
Lekuk body dan internal, lampu, grill  garis body tastenya Veloz. Apalagi dalamnya, bentuk stir dan dashboard velloz banget juga joknya. Hanya belakang mirip civic",0,https://youtube.com/watch?v=YdTPa-zESgM,"vios rasa veloz 🤣🤣
lekuk body dan internal, lampu, grill  garis body tastenya veloz. apalagi dalamnya, bentuk stir dan dashboard velloz banget juga joknya. hanya belakang mirip civic","['vios', 'rasa', 'veloz', 'lekuk', 'body', 'internal', 'lampu', 'grill', 'garis', 'body', 'tastenya', 'veloz', 'bentuk', 'stir', 'dashboard', 'velloz', 'banget', 'jok', 'belakang', 'mirip', 'civic']","[('vios', 'rasa'), ('rasa', 'veloz'), ('veloz', 'lekuk'), ('lekuk', 'body'), ('body', 'internal'), ('internal', 'lampu'), ('lampu', 'grill'), ('grill', 'garis'), ('garis', 'body'), ('body', 'tastenya'), ('tastenya', 'veloz'), ('veloz', 'bentuk'), ('bentuk', 'stir'), ('stir', 'dashboard'), ('dashboard', 'velloz'), ('velloz', 'banget'), ('banget', 'jok'), ('jok', 'belakang'), ('belakang', 'mirip'), ('mirip', 'civic')]"
@masguruthoriq1647,2 years ago,Wau mantep... lampu belakang kayak BMW.,0,https://youtube.com/watch?v=YdTPa-zESgM,wau mantep... lampu belakang kayak bmw.,"['wau', 'mantep', 'lampu', 'belakang', 'kayak', 'bmw']","[('wau', 'mantep'), ('mantep', 'lampu'), ('lampu', 'belakang'), ('belakang', 'kayak'), ('kayak', 'bmw')]"
@rogerbaretha7233,2 years ago,Mirip pendeta psikopat nih yg viral bunuh  rekannya wkkwwkkw,0,https://youtube.com/watch?v=YdTPa-zESgM,mirip pendeta psikopat nih yg viral bunuh  rekannya wkkwwkkw,"['mirip', 'pendeta', 'psikopat', 'viral', 'bunuh', 'rekan', 'wkkwwkkw']","[('mirip', 'pendeta'), ('pendeta', 'psikopat'), ('psikopat', 'viral'), ('viral', 'bunuh'), ('bunuh', 'rekan'), ('rekan', 'wkkwwkkw')]"
@akbaralanshori,2 years ago,"Depan Camry, samping & belakang BMW, interior Mazda, velgnya BMW banget. Cmiiw",0,https://youtube.com/watch?v=YdTPa-zESgM,"depan camry, samping & belakang bmw, interior mazda, velgnya bmw banget. cmiiw","['depan', 'camry', 'samping', 'belakang', 'bmw', 'interior', 'mazda', 'velgnya', 'bmw', 'banget', 'cmiiw']","[('depan', 'camry'), ('camry', 'samping'), ('samping', 'belakang'), ('belakang', 'bmw'), ('bmw', 'interior'), ('interior', 'mazda'), ('mazda', 'velgnya'), ('velgnya', 'bmw'), ('bmw', 'banget'), ('banget', 'cmiiw')]"
@YOGAPRATAMA-pj5yw,2 years ago (edited),persis New Corolla Altis & New Toyota Camry,1,https://youtube.com/watch?v=YdTPa-zESgM,persis new corolla altis & new toyota camry,"['persis', 'baru', 'corolla', 'altis', 'baru', 'toyota', 'camry']","[('persis', 'baru'), ('baru', 'corolla'), ('corolla', 'altis'), ('altis', 'baru'), ('baru', 'toyota'), ('toyota', 'camry')]"
@Mulyadiyomuhi,2 years ago,Jadi makin mahal aja mobil mobil di Indonesia,0,https://youtube.com/watch?v=YdTPa-zESgM,jadi makin mahal aja mobil mobil di indonesia,"['jadi', 'makin', 'mahal', 'mobil', 'mobil', 'indonesia']","[('jadi', 'makin'), ('makin', 'mahal'), ('mahal', 'mobil'), ('mobil', 'mobil'), ('mobil', 'indonesia')]"
@nurfadlan8865,2 years ago,Ya Allah semoga bisa punya😊😊,0,https://youtube.com/watch?v=YdTPa-zESgM,ya allah semoga bisa punya😊😊,"['allah', 'moga', 'punya']","[('allah', 'moga'), ('moga', 'punya')]"
@suryowidiyanto,2 years ago,nice,0,https://youtube.com/watch?v=YdTPa-zESgM,nice,['nice'],[]
@kingmaverick9662,2 years ago,Ada versi GR nya ga ya?,0,https://youtube.com/watch?v=YdTPa-zESgM,ada versi gr nya ga ya?,['versi'],[]
@Fahrozi.,2 years ago,Ayo bang di Versus in,0,https://youtube.com/watch?v=YdTPa-zESgM,ayo bang di versus in,"['ayo', 'bang', 'versus']","[('ayo', 'bang'), ('bang', 'versus')]"
@kakjiel2264,2 years ago,"Iyaà yaaa, vioss yaaa 😅",0,https://youtube.com/watch?v=YdTPa-zESgM,"iyaà yaaa, vioss yaaa 😅","['iya', 'yaaa', 'vioss', 'yaaa']","[('iya', 'yaaa'), ('yaaa', 'vioss'), ('vioss', 'yaaa')]"
@NasehatRabbi,2 years ago,Ya Allah semoga bisa kesampaian beli😊,0,https://youtube.com/watch?v=YdTPa-zESgM,ya allah semoga bisa kesampaian beli😊,"['allah', 'moga', 'beli']","[('allah', 'moga'), ('moga', 'beli')]"
@tomyfransiscus9550,2 years ago,Keluar bagus banget.. begitu 1/2 tahun keluar dipake Taxi AMSIONG DAH😆😆😆,0,https://youtube.com/watch?v=YdTPa-zESgM,keluar bagus banget.. begitu 1/2 tahun keluar dipake taxi amsiong dah😆😆😆,"['keluar', 'bagus', 'banget', 'tahun', 'keluar', 'dipake', 'taxi', 'amsiong', 'dah']","[('keluar', 'bagus'), ('bagus', 'banget'), ('banget', 'tahun'), ('tahun', 'keluar'), ('keluar', 'dipake'), ('dipake', 'taxi'), ('taxi', 'amsiong'), ('amsiong', 'dah')]"
@dinoMalang,2 years ago,Adaptive Cruise control apa sudah low speed follow,0,https://youtube.com/watch?v=YdTPa-zESgM,adaptive cruise control apa sudah low speed follow,"['adaptive', 'cruise', 'control', 'apa', 'low', 'speed', 'follow']","[('adaptive', 'cruise'), ('cruise', 'control'), ('control', 'apa'), ('apa', 'low'), ('low', 'speed'), ('speed', 'follow')]"
@alyangeraldi8743,2 years ago,riview voxy terbaru dong bg,0,https://youtube.com/watch?v=YdTPa-zESgM,riview voxy terbaru dong bg,"['riview', 'voxy', 'baru', 'dong']","[('riview', 'voxy'), ('voxy', 'baru'), ('baru', 'dong')]"
@Niki-pn1ns,2 years ago,Mas kalau mau beli vios baru mungkin bisa ke aku 🙏🏻,0,https://youtube.com/watch?v=YdTPa-zESgM,mas kalau mau beli vios baru mungkin bisa ke aku 🙏🏻,"['mas', 'kalau', 'mau', 'beli', 'vios', 'baru', 'mungkin', 'aku']","[('mas', 'kalau'), ('kalau', 'mau'), ('mau', 'beli'), ('beli', 'vios'), ('vios', 'baru'), ('baru', 'mungkin'), ('mungkin', 'aku')]"
@yohanespradono5224,7 months ago,Dah beli vios belum bang?,0,https://youtube.com/watch?v=YdTPa-zESgM,dah beli vios belum bang?,"['dah', 'beli', 'vios', 'bang']","[('dah', 'beli'), ('beli', 'vios'), ('vios', 'bang')]"
@marcodesanta9558,2 years ago,Bacod,0,https://youtube.com/watch?v=YdTPa-zESgM,bacod,['bacod'],[]
@dencesolihin9186,2 years ago,Cabe aja mahal  apalagi mobil.... wkwkwkwk,0,https://youtube.com/watch?v=YdTPa-zESgM,cabe aja mahal  apalagi mobil.... wkwkwkwk,"['cabe', 'mahal', 'mobil', 'wkwkwkwk']","[('cabe', 'mahal'), ('mahal', 'mobil'), ('mobil', 'wkwkwkwk')]"
@muhammadrifab2922,2 years ago,pR baru buat bengkel blubert🤣,0,https://youtube.com/watch?v=YdTPa-zESgM,pr baru buat bengkel blubert🤣,"['baru', 'buat', 'bengkel', 'blubert']","[('baru', 'buat'), ('buat', 'bengkel'), ('bengkel', 'blubert')]"
@yogaprastioaji9332,2 years ago,Pada akhirnya semua mobil jualan fitur dan lampu 🤣🤣🤣🤭,0,https://youtube.com/watch?v=YdTPa-zESgM,pada akhirnya semua mobil jualan fitur dan lampu 🤣🤣🤣🤭,"['akhir', 'semua', 'mobil', 'jual', 'fitur', 'lampu']","[('akhir', 'semua'), ('semua', 'mobil'), ('mobil', 'jual'), ('jual', 'fitur'), ('fitur', 'lampu')]"
@alexandersamson3135,2 years ago,"Gan pas sekitar menit 15:27, koq mobilnya ganti jadi Daihatsu Rocky?😃",0,https://youtube.com/watch?v=YdTPa-zESgM,"gan pas sekitar menit 15:27, koq mobilnya ganti jadi daihatsu rocky?😃","['gan', 'pas', 'menit', 'koq', 'mobil', 'ganti', 'jadi', 'daihatsu', 'rocky']","[('gan', 'pas'), ('pas', 'menit'), ('menit', 'koq'), ('koq', 'mobil'), ('mobil', 'ganti'), ('ganti', 'jadi'), ('jadi', 'daihatsu'), ('daihatsu', 'rocky')]"
@martasihombing9720,2 years ago,Ini,0,https://youtube.com/watch?v=YdTPa-zESgM,ini,[],[]
@r.m.gchanel9355,2 years ago,Mengadopsi Vios Thailand,0,https://youtube.com/watch?v=YdTPa-zESgM,mengadopsi vios thailand,"['adopsi', 'vios', 'thailand']","[('adopsi', 'vios'), ('vios', 'thailand')]"
@fadhilal,2 years ago,Mulai melek nih,0,https://youtube.com/watch?v=YdTPa-zESgM,mulai melek nih,"['mulai', 'melek']","[('mulai', 'melek')]"
@BSIID22,2 years ago,Dari samping mirip civic terbaru,0,https://youtube.com/watch?v=YdTPa-zESgM,dari samping mirip civic terbaru,"['samping', 'mirip', 'civic', 'baru']","[('samping', 'mirip'), ('mirip', 'civic'), ('civic', 'baru')]"
@muchlishsyaff,2 years ago,liat bagian depan jadi ingat Audi R8,0,https://youtube.com/watch?v=YdTPa-zESgM,liat bagian depan jadi ingat audi r8,"['liat', 'depan', 'jadi', 'ingat', 'audi']","[('liat', 'depan'), ('depan', 'jadi'), ('jadi', 'ingat'), ('ingat', 'audi')]"
@engh8970,2 years ago,City:hmmm..kok lu mirip gue sih,0,https://youtube.com/watch?v=YdTPa-zESgM,city:hmmm..kok lu mirip gue sih,"['city', 'hmmm', 'mirip', 'gue']","[('city', 'hmmm'), ('hmmm', 'mirip'), ('mirip', 'gue')]"
@anaklaut8384,2 years ago,Potongan nya Mirip Honda Accord yg Legendaris,0,https://youtube.com/watch?v=YdTPa-zESgM,potongan nya mirip honda accord yg legendaris,"['potong', 'mirip', 'honda', 'accord', 'legendaris']","[('potong', 'mirip'), ('mirip', 'honda'), ('honda', 'accord'), ('accord', 'legendaris')]"
@gunterprien8291,2 years ago,Garis bodynya mirip civic turbo,0,https://youtube.com/watch?v=YdTPa-zESgM,garis bodynya mirip civic turbo,"['garis', 'bodynya', 'mirip', 'civic', 'turbo']","[('garis', 'bodynya'), ('bodynya', 'mirip'), ('mirip', 'civic'), ('civic', 'turbo')]"
@ns.gunawanprasetyo.s.kep.6693,5 months ago,"Reviewanya, berkarisMa suaraNe...",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"reviewanya, berkarisma suarane...","['reviewanya', 'karisma', 'suarane']","[('reviewanya', 'karisma'), ('karisma', 'suarane')]"
@adhityapanjiasmoro5848,2 years ago,https://youtube.com/shorts/A0vmZQL42Zw?feature=share,0,https://youtube.com/watch?v=qWbTS6lwOnQ,https://youtube.com/shorts/a0vmzql42zw?feature=share,[],[]
@duhek9322,2 years ago,seat belakang boieh dilipatkah?,0,https://youtube.com/watch?v=qWbTS6lwOnQ,seat belakang boieh dilipatkah?,"['seat', 'belakang', 'boieh', 'lipat']","[('seat', 'belakang'), ('belakang', 'boieh'), ('boieh', 'lipat')]"
@afrianyudhayubeat6127,2 years ago,Suruh potong kuku dulu,0,https://youtube.com/watch?v=qWbTS6lwOnQ,suruh potong kuku dulu,"['suruh', 'potong', 'kuku', 'dulu']","[('suruh', 'potong'), ('potong', 'kuku'), ('kuku', 'dulu')]"
@ReaperSideGaming,2 years ago,"Cuman stop lamp nya aja yang ga gw suka, selebihnya mantap dan keren !",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"cuman stop lamp nya aja yang ga gw suka, selebihnya mantap dan keren !","['cuman', 'stop', 'lamp', 'suka', 'lebih', 'mantap', 'keren']","[('cuman', 'stop'), ('stop', 'lamp'), ('lamp', 'suka'), ('suka', 'lebih'), ('lebih', 'mantap'), ('mantap', 'keren')]"
@YATSUP,2 years ago,aga diulang diulang ya ges ya pembicaraanya.,0,https://youtube.com/watch?v=qWbTS6lwOnQ,aga diulang diulang ya ges ya pembicaraanya.,"['aga', 'ulang', 'ulang', 'ges', 'pembicaraanya']","[('aga', 'ulang'), ('ulang', 'ulang'), ('ulang', 'ges'), ('ges', 'pembicaraanya')]"
@mazizmarzuqi1720,2 years ago,Cocok untuk anak kecil sahaja duduk di belakang.,0,https://youtube.com/watch?v=qWbTS6lwOnQ,cocok untuk anak kecil sahaja duduk di belakang.,"['cocok', 'anak', 'kecil', 'sahaja', 'duduk', 'belakang']","[('cocok', 'anak'), ('anak', 'kecil'), ('kecil', 'sahaja'), ('sahaja', 'duduk'), ('duduk', 'belakang')]"
@gahphotobooth4822,2 years ago,Kuku nya d potong,0,https://youtube.com/watch?v=qWbTS6lwOnQ,kuku nya d potong,"['kuku', 'potong']","[('kuku', 'potong')]"
@andiirawan3421,2 years ago,Jangan lupa potong kuku bg😅,0,https://youtube.com/watch?v=qWbTS6lwOnQ,jangan lupa potong kuku bg😅,"['jangan', 'lupa', 'potong', 'kuku']","[('jangan', 'lupa'), ('lupa', 'potong'), ('potong', 'kuku')]"
@muhammadjuliofarizky1388,2 years ago,"Gw malah pengen beli cash,bukan nyicil",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"gw malah pengen beli cash,bukan nyicil","['malah', 'ken', 'beli', 'cash', 'bukan', 'nyicil']","[('malah', 'ken'), ('ken', 'beli'), ('beli', 'cash'), ('cash', 'bukan'), ('bukan', 'nyicil')]"
@sanjoyopurnomo6096,2 years ago,boleh nih modelnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ,boleh nih modelnya,['model'],[]
@sanjoyopurnomo6096,2 years ago,ganteng banget nih,0,https://youtube.com/watch?v=qWbTS6lwOnQ,ganteng banget nih,"['ganteng', 'banget']","[('ganteng', 'banget')]"
@sanjoyopurnomo6096,2 years ago,naksir bange klo gini,0,https://youtube.com/watch?v=qWbTS6lwOnQ,naksir bange klo gini,"['naksir', 'bange', 'kalau', 'gin']","[('naksir', 'bange'), ('bange', 'kalau'), ('kalau', 'gin')]"
@aldirivaldi9861,2 years ago,naksir bange klo gini,0,https://youtube.com/watch?v=qWbTS6lwOnQ,naksir bange klo gini,"['naksir', 'bange', 'kalau', 'gin']","[('naksir', 'bange'), ('bange', 'kalau'), ('kalau', 'gin')]"
@aldirivaldi9861,2 years ago,fix bakalan irit,0,https://youtube.com/watch?v=qWbTS6lwOnQ,fix bakalan irit,"['fix', 'bakal', 'irit']","[('fix', 'bakal'), ('bakal', 'irit')]"
@aldirivaldi9861,2 years ago,boleh nih modelnya,0,https://youtube.com/watch?v=qWbTS6lwOnQ,boleh nih modelnya,['model'],[]
@aldirivaldi9861,2 years ago,ganteng banget nih,0,https://youtube.com/watch?v=qWbTS6lwOnQ,ganteng banget nih,"['ganteng', 'banget']","[('ganteng', 'banget')]"
@aldirivaldi9861,2 years ago,dibandig city mending ini sih guaa,0,https://youtube.com/watch?v=qWbTS6lwOnQ,dibandig city mending ini sih guaa,"['dibandig', 'city', 'mending', 'guaa']","[('dibandig', 'city'), ('city', 'mending'), ('mending', 'guaa')]"
@ridwanmulyana6869,2 years ago,Desainnya buruk 👎,1,https://youtube.com/watch?v=qWbTS6lwOnQ,desainnya buruk 👎,"['desain', 'buruk']","[('desain', 'buruk')]"
@fahrezanabilpratama7294,2 years ago,Shalawatin dulu,0,https://youtube.com/watch?v=qWbTS6lwOnQ,shalawatin dulu,"['shalawatin', 'dulu']","[('shalawatin', 'dulu')]"
@alimaradani1065,2 years ago,Ditunggu versi limonya 😀,0,https://youtube.com/watch?v=qWbTS6lwOnQ,ditunggu versi limonya 😀,"['tunggu', 'versi', 'limonya']","[('tunggu', 'versi'), ('versi', 'limonya')]"
@dcrm18,2 years ago,Penasaran dgn tipe terendah E m/t..,0,https://youtube.com/watch?v=qWbTS6lwOnQ,penasaran dgn tipe terendah e m/t..,"['penasaran', 'dgn', 'tipe', 'rendah']","[('penasaran', 'dgn'), ('dgn', 'tipe'), ('tipe', 'rendah')]"
@maverick-6356,2 years ago,"Bang tolong komparasi vios 2022 dan city 2022 dong, lg mau beli nih",1,https://youtube.com/watch?v=qWbTS6lwOnQ,"bang tolong komparasi vios 2022 dan city 2022 dong, lg mau beli nih","['bang', 'komparasi', 'vios', 'city', 'dong', 'mau', 'beli']","[('bang', 'komparasi'), ('komparasi', 'vios'), ('vios', 'city'), ('city', 'dong'), ('dong', 'mau'), ('mau', 'beli')]"
@inibukan8192,2 years ago,"Kalau yang lain bahas mobilnya, saya mau bahas reviewnya ah hehe

Terimakasih buat tim otodriver, khususnya mas Adit yang udah dengerin segala kritik dari para netizen, mungkin bahkan ada yang menjurus ke membully 😅. 

Sekarang reviewnya udah jauh lebih enak, lebih luwes, ga ada bahasa-bahasa yang belibet, dan semakin asyik ditonton.

Keep up the good work mas adit dan tim otodriver!",8,https://youtube.com/watch?v=qWbTS6lwOnQ,"kalau yang lain bahas mobilnya, saya mau bahas reviewnya ah hehe

terimakasih buat tim otodriver, khususnya mas adit yang udah dengerin segala kritik dari para netizen, mungkin bahkan ada yang menjurus ke membully 😅. 

sekarang reviewnya udah jauh lebih enak, lebih luwes, ga ada bahasa-bahasa yang belibet, dan semakin asyik ditonton.

keep up the good work mas adit dan tim otodriver!","['kalau', 'bahas', 'mobil', 'mau', 'bahas', 'reviewnya', 'hehe', 'terimakasih', 'buat', 'tim', 'otodriver', 'khusus', 'mas', 'adit', 'udah', 'dengerin', 'segala', 'kritik', 'netizen', 'mungkin', 'bahkan', 'jurus', 'membully', 'sekarang', 'reviewnya', 'udah', 'jauh', 'lebih', 'enak', 'lebih', 'luwes', 'bahasa', 'bahasa', 'belibet', 'makin', 'asyik', 'tonton', 'keep', 'the', 'good', 'work', 'mas', 'adit', 'tim', 'otodriver']","[('kalau', 'bahas'), ('bahas', 'mobil'), ('mobil', 'mau'), ('mau', 'bahas'), ('bahas', 'reviewnya'), ('reviewnya', 'hehe'), ('hehe', 'terimakasih'), ('terimakasih', 'buat'), ('buat', 'tim'), ('tim', 'otodriver'), ('otodriver', 'khusus'), ('khusus', 'mas'), ('mas', 'adit'), ('adit', 'udah'), ('udah', 'dengerin'), ('dengerin', 'segala'), ('segala', 'kritik'), ('kritik', 'netizen'), ('netizen', 'mungkin'), ('mungkin', 'bahkan'), ('bahkan', 'jurus'), ('jurus', 'membully'), ('membully', 'sekarang'), ('sekarang', 'reviewnya'), ('reviewnya', 'udah'), ('udah', 'jauh'), ('jauh', 'lebih'), ('lebih', 'enak'), ('enak', 'lebih'), ('lebih', 'luwes'), ('luwes', 'bahasa'), ('bahasa', 'bahasa'), ('bahasa', 'belibet'), ('belibet', 'makin'), ('makin', 'asyik'), ('asyik', 'tonton'), ('tonton', 'keep'), ('keep', 'the'), ('the', 'good'), ('good', 'work'), ('work', 'mas'), ('mas', 'adit'), ('adit', 'tim'), ('tim', 'otodriver')]"
@widisaputra2822,2 years ago,"All memang banyak perubahan, namun secara design masih ada copy an dari all new avanza, so menurut saya balik lagi sama penggunanya",0,https://youtube.com/watch?v=qWbTS6lwOnQ,"all memang banyak perubahan, namun secara design masih ada copy an dari all new avanza, so menurut saya balik lagi sama penggunanya","['all', 'memang', 'banyak', 'ubah', 'cara', 'design', 'copy', 'all', 'baru', 'avanza', 'turut', 'balik', 'sama']","[('all', 'memang'), ('memang', 'banyak'), ('banyak', 'ubah'), ('ubah', 'cara'), ('cara', 'design'), ('design', 'copy'), ('copy', 'all'), ('all', 'baru'), ('baru', 'avanza'), ('avanza', 'turut'), ('turut', 'balik'), ('balik', 'sama')]"
