username,waktu,teks_komentar,jumlah_likes,sumber_video,komentar_bersih
@Iskha_MY,2 years ago,"MANTAP, Lawa",0,https://youtube.com/watch?v=YdTPa-zESgM,"mantap, lawa"
@doinic98,2 years ago,Civic versi toyota hahahha,0,https://youtube.com/watch?v=YdTPa-zESgM,civic versi toyota hahahha
@ferryferri4429,2 years ago,Bumper belakang 🤦,0,https://youtube.com/watch?v=YdTPa-zESgM,bumper belakang 🤦
@blackcapucino768,2 years ago,"Kesan murah utk brand jepang sdh melekat dikalangan konsumen yg sdh melek teknologi. Dan brand jepang modelnya gitu"" aja gk ada update eksterior yg antimainstream 😁",0,https://youtube.com/watch?v=YdTPa-zESgM,"kesan murah utk brand jepang sdh melekat dikalangan konsumen yg sdh melek teknologi. dan brand jepang modelnya gitu"" aja gk ada update eksterior yg antimainstream 😁"
@gededonat,2 years ago,Harga melambung tinggi,0,https://youtube.com/watch?v=YdTPa-zESgM,harga melambung tinggi
@bagusdananjoyo4541,2 years ago,Jd taksi lagi ga?,0,https://youtube.com/watch?v=YdTPa-zESgM,jd taksi lagi ga?
@mechtechstudio3888,2 years ago,Its a downgrade from the Thailand Version,0,https://youtube.com/watch?v=YdTPa-zESgM,its a downgrade from the thailand version
@massarr3929,2 years ago,"Hyundai/wuling said : Nah loh, udh keliata grafiknya kan ?",0,https://youtube.com/watch?v=YdTPa-zESgM,"hyundai/wuling said : nah loh, udh keliata grafiknya kan ?"
@ArthurMorgan,2 years ago,Pajaknya kisaran brp ya,0,https://youtube.com/watch?v=YdTPa-zESgM,pajaknya kisaran brp ya
@yubzars4548,2 years ago,Cakep bngt Vios yg skg ...,0,https://youtube.com/watch?v=YdTPa-zESgM,cakep bngt vios yg skg ...
@christoforusdeochrissaruml494,2 years ago,"Wih mantap toyota, vios makin keren",0,https://youtube.com/watch?v=YdTPa-zESgM,"wih mantap toyota, vios makin keren"
@denn8559,2 years ago,"ga lah ini terlalu keren, sekarang taksi pake avanza",0,https://youtube.com/watch?v=YdTPa-zESgM,"ga lah ini terlalu keren, sekarang taksi pake avanza"
@ScenticaI,2 years ago,"Sorry to say tapi emang mobil yang berubah jadi taksi itu ya bukan mobil yang bagus, rata"" mah murah dan kualitas seadanya, mobil"" yang lu sebutin di atas aja sering dihujat kok di eropa dan US sebagai ""cheap rental car"" atau ""crappy uber trasnportation"", hampir gak ada tuh yang bilang taxi bagus di negara manapun, paling yang dipuji cuma harganya yang murah sama reliability nya aja",0,https://youtube.com/watch?v=YdTPa-zESgM,"sorry to say tapi emang mobil yang berubah jadi taksi itu ya bukan mobil yang bagus, rata"" mah murah dan kualitas seadanya, mobil"" yang lu sebutin di atas aja sering dihujat kok di eropa dan us sebagai ""cheap rental car"" atau ""crappy uber trasnportation"", hampir gak ada tuh yang bilang taxi bagus di negara manapun, paling yang dipuji cuma harganya yang murah sama reliability nya aja"
@RIZFERD,2 years ago," @ScenticaI  terserahlah pengalaman saya hidup keliling dunia sejak kecil sendirian termasuk Belanda dan sekitarnya  tahun 2002-2010 semua mobil taxi itu ya yang berkualitas di Eropa saja semua taxi termasuk mobil mewah di Indonesia seperti Toyota Avalon, Mercedes Benz C dan E juga S, VW Passat, dsb ga ada mobil kaleng-kaleng",0,https://youtube.com/watch?v=YdTPa-zESgM," @scenticai  terserahlah pengalaman saya hidup keliling dunia sejak kecil sendirian termasuk belanda dan sekitarnya  tahun 2002-2010 semua mobil taxi itu ya yang berkualitas di eropa saja semua taxi termasuk mobil mewah di indonesia seperti toyota avalon, mercedes benz c dan e juga s, vw passat, dsb ga ada mobil kaleng-kaleng"
@ScenticaI,2 years ago," @RIZFERD  ya buat standar kita mobil"" di eropa mah bagus semua, tapi bagi mereka? ya mercy c class, toyota avalon, dll itu mobil biasa, lagian kan itu di eropa, di indo emang mobil"" di atas jadi taksi? sebagian aja gak masuk sini, lagian carmudi aja ""meremehkan"" taksi di indonesia yang rata"" emang jelek",0,https://youtube.com/watch?v=YdTPa-zESgM," @rizferd  ya buat standar kita mobil"" di eropa mah bagus semua, tapi bagi mereka? ya mercy c class, toyota avalon, dll itu mobil biasa, lagian kan itu di eropa, di indo emang mobil"" di atas jadi taksi? sebagian aja gak masuk sini, lagian carmudi aja ""meremehkan"" taksi di indonesia yang rata"" emang jelek"
@abrahamchandra2966,2 years ago,"Ya harus begini dibuatnya vios.. klo masih cum facelift2 aja, mindsetnya masih mobil taksi..",0,https://youtube.com/watch?v=YdTPa-zESgM,"ya harus begini dibuatnya vios.. klo masih cum facelift2 aja, mindsetnya masih mobil taksi.."
@tyorivera6220,2 years ago,"waahhh, vios baru!! pas banget lagi cari vios 1 minggu ini.. Bismillah, bisa yookkk",3,https://youtube.com/watch?v=YdTPa-zESgM,"waahhh, vios baru!! pas banget lagi cari vios 1 minggu ini.. bismillah, bisa yookkk"
@vsfishingchannel3689,2 years ago,Masih kurang oke..gak tau kalau liat aslinya..,0,https://youtube.com/watch?v=YdTPa-zESgM,masih kurang oke..gak tau kalau liat aslinya..
@Samuel-zw5qj,2 years ago,Warna biru muda ada?,0,https://youtube.com/watch?v=YdTPa-zESgM,warna biru muda ada?
@bfauzi96,2 years ago (edited),"Analisa pribadi
Karena munculnya avanza dan veloz lebih dahulu daripada vios ini, menurut saya ada beberapa kemiripan desain dan fitur
1. Gril radiator super besar di depan= mirip avanza
2. Garis super panjang yang ditarik dari lampu depan hingga lampu belakang melewati handle pintu= mirip avanza dan veloz
3. Setir = mirip avanza dan veloz
4. Fitur tss= mirip veloz tss
5. Transmisi= mirip avanza dan veloz
6. Rem parkir elektrik= mirip veloz
7. 2 usb port baris ke 2= mirip avanza dan veloz
8. Mesin= mirip avanza dan veloz
9. Platform TNGA = mirip avanza dan veloz
10. Varian = mirip avanza
11. Panel ac = mirip veloz (ada penambahan arah semburan ke kaki)
12. Cuff holder kiri depan = mirip avanza",0,https://youtube.com/watch?v=YdTPa-zESgM,"analisa pribadi
karena munculnya avanza dan veloz lebih dahulu daripada vios ini, menurut saya ada beberapa kemiripan desain dan fitur
1. gril radiator super besar di depan= mirip avanza
2. garis super panjang yang ditarik dari lampu depan hingga lampu belakang melewati handle pintu= mirip avanza dan veloz
3. setir = mirip avanza dan veloz
4. fitur tss= mirip veloz tss
5. transmisi= mirip avanza dan veloz
6. rem parkir elektrik= mirip veloz
7. 2 usb port baris ke 2= mirip avanza dan veloz
8. mesin= mirip avanza dan veloz
9. platform tnga = mirip avanza dan veloz
10. varian = mirip avanza
11. panel ac = mirip veloz (ada penambahan arah semburan ke kaki)
12. cuff holder kiri depan = mirip avanza"
@kartinosurodipo4520,2 years ago (edited),"Vios rasa Veloz 🤣🤣
Lekuk body dan internal, lampu, grill  garis body tastenya Veloz. Apalagi dalamnya, bentuk stir dan dashboard velloz banget juga joknya. Hanya belakang mirip civic",0,https://youtube.com/watch?v=YdTPa-zESgM,"vios rasa veloz 🤣🤣
lekuk body dan internal, lampu, grill  garis body tastenya veloz. apalagi dalamnya, bentuk stir dan dashboard velloz banget juga joknya. hanya belakang mirip civic"
@masguruthoriq1647,2 years ago,Wau mantep... lampu belakang kayak BMW.,0,https://youtube.com/watch?v=YdTPa-zESgM,wau mantep... lampu belakang kayak bmw.
@rogerbaretha7233,2 years ago,Mirip pendeta psikopat nih yg viral bunuh  rekannya wkkwwkkw,0,https://youtube.com/watch?v=YdTPa-zESgM,mirip pendeta psikopat nih yg viral bunuh  rekannya wkkwwkkw
@akbaralanshori,2 years ago,"Depan Camry, samping & belakang BMW, interior Mazda, velgnya BMW banget. Cmiiw",0,https://youtube.com/watch?v=YdTPa-zESgM,"depan camry, samping & belakang bmw, interior mazda, velgnya bmw banget. cmiiw"
@YOGAPRATAMA-pj5yw,2 years ago (edited),persis New Corolla Altis & New Toyota Camry,1,https://youtube.com/watch?v=YdTPa-zESgM,persis new corolla altis & new toyota camry
@Mulyadiyomuhi,2 years ago,Jadi makin mahal aja mobil mobil di Indonesia,0,https://youtube.com/watch?v=YdTPa-zESgM,jadi makin mahal aja mobil mobil di indonesia
@nurfadlan8865,2 years ago,Ya Allah semoga bisa punya😊😊,0,https://youtube.com/watch?v=YdTPa-zESgM,ya allah semoga bisa punya😊😊
@suryowidiyanto,2 years ago,nice,0,https://youtube.com/watch?v=YdTPa-zESgM,nice
@kingmaverick9662,2 years ago,Ada versi GR nya ga ya?,0,https://youtube.com/watch?v=YdTPa-zESgM,ada versi gr nya ga ya?
@Fahrozi.,2 years ago,Ayo bang di Versus in,0,https://youtube.com/watch?v=YdTPa-zESgM,ayo bang di versus in
@kakjiel2264,2 years ago,"Iyaà yaaa, vioss yaaa 😅",0,https://youtube.com/watch?v=YdTPa-zESgM,"iyaà yaaa, vioss yaaa 😅"
@NasehatRabbi,2 years ago,Ya Allah semoga bisa kesampaian beli😊,0,https://youtube.com/watch?v=YdTPa-zESgM,ya allah semoga bisa kesampaian beli😊
@tomyfransiscus9550,2 years ago,Keluar bagus banget.. begitu 1/2 tahun keluar dipake Taxi AMSIONG DAH😆😆😆,0,https://youtube.com/watch?v=YdTPa-zESgM,keluar bagus banget.. begitu 1/2 tahun keluar dipake taxi amsiong dah😆😆😆
@dinoMalang,2 years ago,Adaptive Cruise control apa sudah low speed follow,0,https://youtube.com/watch?v=YdTPa-zESgM,adaptive cruise control apa sudah low speed follow
@alyangeraldi8743,2 years ago,riview voxy terbaru dong bg,0,https://youtube.com/watch?v=YdTPa-zESgM,riview voxy terbaru dong bg
@Niki-pn1ns,2 years ago,Mas kalau mau beli vios baru mungkin bisa ke aku 🙏🏻,0,https://youtube.com/watch?v=YdTPa-zESgM,mas kalau mau beli vios baru mungkin bisa ke aku 🙏🏻
@yohanespradono5224,7 months ago,Dah beli vios belum bang?,0,https://youtube.com/watch?v=YdTPa-zESgM,dah beli vios belum bang?
@marcodesanta9558,2 years ago,Bacod,0,https://youtube.com/watch?v=YdTPa-zESgM,bacod
@dencesolihin9186,2 years ago,Cabe aja mahal  apalagi mobil.... wkwkwkwk,0,https://youtube.com/watch?v=YdTPa-zESgM,cabe aja mahal  apalagi mobil.... wkwkwkwk
@muhammadrifab2922,2 years ago,pR baru buat bengkel blubert🤣,0,https://youtube.com/watch?v=YdTPa-zESgM,pr baru buat bengkel blubert🤣
@yogaprastioaji9332,2 years ago,Pada akhirnya semua mobil jualan fitur dan lampu 🤣🤣🤣🤭,0,https://youtube.com/watch?v=YdTPa-zESgM,pada akhirnya semua mobil jualan fitur dan lampu 🤣🤣🤣🤭
@alexandersamson3135,2 years ago,"Gan pas sekitar menit 15:27, koq mobilnya ganti jadi Daihatsu Rocky?😃",0,https://youtube.com/watch?v=YdTPa-zESgM,"gan pas sekitar menit 15:27, koq mobilnya ganti jadi daihatsu rocky?😃"
@martasihombing9720,2 years ago,Ini,0,https://youtube.com/watch?v=YdTPa-zESgM,ini
@r.m.gchanel9355,2 years ago,Mengadopsi Vios Thailand,0,https://youtube.com/watch?v=YdTPa-zESgM,mengadopsi vios thailand
@fadhilal,2 years ago,Mulai melek nih,0,https://youtube.com/watch?v=YdTPa-zESgM,mulai melek nih
@BSIID22,2 years ago,Dari samping mirip civic terbaru,0,https://youtube.com/watch?v=YdTPa-zESgM,dari samping mirip civic terbaru
@muchlishsyaff,2 years ago,liat bagian depan jadi ingat Audi R8,0,https://youtube.com/watch?v=YdTPa-zESgM,liat bagian depan jadi ingat audi r8
@engh8970,2 years ago,City:hmmm..kok lu mirip gue sih,0,https://youtube.com/watch?v=YdTPa-zESgM,city:hmmm..kok lu mirip gue sih
@anaklaut8384,2 years ago,Potongan nya Mirip Honda Accord yg Legendaris,0,https://youtube.com/watch?v=YdTPa-zESgM,potongan nya mirip honda accord yg legendaris
@gunterprien8291,2 years ago,Garis bodynya mirip civic turbo,0,https://youtube.com/watch?v=YdTPa-zESgM,garis bodynya mirip civic turbo
@ธวัฒน์ชัยบุญทัวม,2 months ago,This is 2001 Toyota,0,https://youtube.com/watch?v=lWlan_59zfI,this is 2001 toyota
@hometastebakery3037-i4f,3 months ago,Toyota Vios,0,https://youtube.com/watch?v=lWlan_59zfI,toyota vios
@allentv2510,6 months ago,"Honda city know what to say about Vios but I think he should have a good car driver 
He can’t beat Vios. That’s it. City is the good one 
Even performance is better Honda city. Not Vios.
So let’s start bye!",0,https://youtube.com/watch?v=lWlan_59zfI,"honda city know what to say about vios but i think he should have a good car driver 
he can’t beat vios. that’s it. city is the good one 
even performance is better honda city. not vios.
so let’s start bye!"
@SoulLiveYT,8 months ago,May i know where tjis is filmed,0,https://youtube.com/watch?v=lWlan_59zfI,may i know where tjis is filmed
@curiouskanna,9 months ago,"This model dont have windshield defogger (air ventilation on top of dashboard?). Only have switch for defogger at rear windows only. If have for front window, please tell how to turn on plz",0,https://youtube.com/watch?v=lWlan_59zfI,"this model dont have windshield defogger (air ventilation on top of dashboard?). only have switch for defogger at rear windows only. if have for front window, please tell how to turn on plz"
@vacliveagent,9 months ago,вкусная машинка,0,https://youtube.com/watch?v=lWlan_59zfI,вкусная машинка
@siwanut1000,10 months ago,What is the body kit?,0,https://youtube.com/watch?v=lWlan_59zfI,what is the body kit?
@kkitchen4094,10 months ago,Wau. Steering boleh telescopic,0,https://youtube.com/watch?v=lWlan_59zfI,wau. steering boleh telescopic
@aisyahrasdi5117,1 year ago,Saya. Ada. Vios. 2010,0,https://youtube.com/watch?v=lWlan_59zfI,saya. ada. vios. 2010
@mimieshazlinda297,1 year ago,Review paling serabut ak pernah tgk ketuh ketah ketuh ketah😭,0,https://youtube.com/watch?v=lWlan_59zfI,review paling serabut ak pernah tgk ketuh ketah ketuh ketah😭
@komatsusakura,1 year ago,didnt like the interior prefer yaris interior,1,https://youtube.com/watch?v=lWlan_59zfI,didnt like the interior prefer yaris interior
@jsephineselvamony426,1 year ago,TOYOTA VIOS IS UMW TOYOTA MOTOR,0,https://youtube.com/watch?v=lWlan_59zfI,toyota vios is umw toyota motor
@SuperchargedInline-Four,1 year ago,My cousin sold a Mirage for one of those.,2,https://youtube.com/watch?v=lWlan_59zfI,my cousin sold a mirage for one of those.
@SHERMAN_BEAR,1 year ago,boleh review color hitam?,0,https://youtube.com/watch?v=lWlan_59zfI,boleh review color hitam?
@Sasha_Hazel_Shno,1 year ago,What does that Made in Malaysia cars had an digital display gauge screen,0,https://youtube.com/watch?v=lWlan_59zfI,what does that made in malaysia cars had an digital display gauge screen
@JameroJames31,1 year ago,5:10,6,https://youtube.com/watch?v=lWlan_59zfI,5:10
@ClementIjau,2 years ago,Penerangan orang pekak oku,0,https://youtube.com/watch?v=lWlan_59zfI,penerangan orang pekak oku
@collin_mmarshall1655,2 years ago,Beautiful Perodua Vios!,0,https://youtube.com/watch?v=lWlan_59zfI,beautiful perodua vios!
@mhkhing444,2 years ago,The front was definitely taken from a Corolla,1,https://youtube.com/watch?v=lWlan_59zfI,the front was definitely taken from a corolla
@王漫妮,2 years ago,3.33 ？？？？,0,https://youtube.com/watch?v=lWlan_59zfI,3.33 ？？？？
@Autophiles,1 year ago,Samez. Previous gen vios and yaris is better imho.,0,https://youtube.com/watch?v=lWlan_59zfI,samez. previous gen vios and yaris is better imho.
@komatsusakura,1 year ago, @Autophiles  exactly . is getting worst by generation and now all outsource to Perodua.,0,https://youtube.com/watch?v=lWlan_59zfI, @autophiles  exactly . is getting worst by generation and now all outsource to perodua.
@Autophiles,1 year ago,I guess it is,0,https://youtube.com/watch?v=lWlan_59zfI,i guess it is
@lapizaini5218,8 months ago,how much he got for the mirage?,0,https://youtube.com/watch?v=lWlan_59zfI,how much he got for the mirage?
@SuperchargedInline-Four,8 months ago,"@lapizaini5218  He sold his 2023 Mirage to a fishmonger for $13,800, and for reference; the car's MSRP was $16,657 brand new.",1,https://youtube.com/watch?v=lWlan_59zfI,"@lapizaini5218  he sold his 2023 mirage to a fishmonger for $13,800, and for reference; the car's msrp was $16,657 brand new."
@lapizaini5218,8 months ago, @SuperchargedInline-Four  what is car msrp?,0,https://youtube.com/watch?v=lWlan_59zfI, @superchargedinline-four  what is car msrp?
@Autophiles,1 year ago,... taboleh,0,https://youtube.com/watch?v=lWlan_59zfI,... taboleh
@jessp7119,2 years ago,Basically me when im in my mom’s car 😂,1,https://youtube.com/watch?v=lWlan_59zfI,basically me when im in my mom’s car 😂
@RadhaDevi-ph1qd,2 years ago,display speedometer dia macam alza baru lah,0,https://youtube.com/watch?v=lWlan_59zfI,display speedometer dia macam alza baru lah
@tonystark-yb7dl,2 years ago,Thats funny no Vanity Mirror for the Passenger but the Driver has it he has the time to make himself handsome while driving😳🤣,4,https://youtube.com/watch?v=lWlan_59zfI,thats funny no vanity mirror for the passenger but the driver has it he has the time to make himself handsome while driving😳🤣
@cetri777,2 years ago,@1:50 LOL you got me laughing for a second,10,https://youtube.com/watch?v=lWlan_59zfI,@1:50 lol you got me laughing for a second
@mazizmarzuqi1720,2 years ago,Head room sempit di belakang.,1,https://youtube.com/watch?v=lWlan_59zfI,head room sempit di belakang.
@ghanimdarsyad4625,2 years ago,97k for peredua feel lol. Damm it... marketing trick and lowered quality product,1,https://youtube.com/watch?v=lWlan_59zfI,97k for peredua feel lol. damm it... marketing trick and lowered quality product
@VincentLimEngSeng-kj5ev,2 years ago,myvi sedan.,0,https://youtube.com/watch?v=lWlan_59zfI,myvi sedan.
@nestlebliss,2 years ago,the perodua has a wrong badge,0,https://youtube.com/watch?v=lWlan_59zfI,the perodua has a wrong badge
@erostyler6226,2 years ago,"Where is the spare tire, sir?",0,https://youtube.com/watch?v=lWlan_59zfI,"where is the spare tire, sir?"
@imbase6893,2 years ago,you forgot to press the horn,0,https://youtube.com/watch?v=lWlan_59zfI,you forgot to press the horn
@Hypercars-y7d,2 years ago,For Me I Prefer With Thailand Specs Because Has More Real Ambient light And Red Leather Seats Than The Ugly Black Colour And Tiny Ambient Light.,2,https://youtube.com/watch?v=lWlan_59zfI,for me i prefer with thailand specs because has more real ambient light and red leather seats than the ugly black colour and tiny ambient light.
@OatKrunch88,2 years ago,Perodua vios,0,https://youtube.com/watch?v=lWlan_59zfI,perodua vios
@MUHAMMADAFWANBINJAMILKHAIR,2 years ago,Ehh Nice laa this new Vios 2023,0,https://youtube.com/watch?v=lWlan_59zfI,ehh nice laa this new vios 2023
@whutever,2 years ago,Despite touching all the nooks and crannies of the car I'm surprised you didn't even honk at least once.,6,https://youtube.com/watch?v=lWlan_59zfI,despite touching all the nooks and crannies of the car i'm surprised you didn't even honk at least once.
@esk4105,2 years ago,"Better than City. Although City is also good, but reliability, design, safety features, technology can’t beat Vios. Even performance between City and Vios around same now. Vios come with blind spot monitor, rear cross traffic alert and 360 degree camera but City don’t have",50,https://youtube.com/watch?v=lWlan_59zfI,"better than city. although city is also good, but reliability, design, safety features, technology can’t beat vios. even performance between city and vios around same now. vios come with blind spot monitor, rear cross traffic alert and 360 degree camera but city don’t have"
@engshuoxi3496,2 years ago,Full of perodua feels 😂,10,https://youtube.com/watch?v=lWlan_59zfI,full of perodua feels 😂
@Sandro-hp1ji,2 years ago,What an ugly Toyota,0,https://youtube.com/watch?v=lWlan_59zfI,what an ugly toyota
@Leong810,2 years ago,All new myvi sedan🤣,0,https://youtube.com/watch?v=lWlan_59zfI,all new myvi sedan🤣
@faizalazman6883,2 years ago,belakang nmpak mcm saga baru tu😂😂,2,https://youtube.com/watch?v=lWlan_59zfI,belakang nmpak mcm saga baru tu😂😂
@idawan09,2 years ago,"Ok no regrets with this vios, already bought new Alza av with almost same features 😅",5,https://youtube.com/watch?v=lWlan_59zfI,"ok no regrets with this vios, already bought new alza av with almost same features 😅"
@Autophiles,2 years ago,betul,0,https://youtube.com/watch?v=lWlan_59zfI,betul
@putravev,2 years ago (edited),"Same je bang dgn previos vios....byk share part dgn daihatsu perodua....even enjin 2nrfe tu perodua gak yg supply..haha😂😂

""Perodua Now Supplies 1.5-litre 2NR-FE Dual VVT-i Engines For The Toyota Vios - november 2016

Google la",0,https://youtube.com/watch?v=lWlan_59zfI,"same je bang dgn previos vios....byk share part dgn daihatsu perodua....even enjin 2nrfe tu perodua gak yg supply..haha😂😂

""perodua now supplies 1.5-litre 2nr-fe dual vvt-i engines for the toyota vios - november 2016

google la"
@Khaiz99,1 year ago," @putravev yesh hahahahahah, kilang dekat sendayan",0,https://youtube.com/watch?v=lWlan_59zfI," @putravev yesh hahahahahah, kilang dekat sendayan"
@komatsusakura,1 year ago,no more tey give u a repair kit,1,https://youtube.com/watch?v=lWlan_59zfI,no more tey give u a repair kit
@esk4105,2 years ago,This is Toyota Vios,0,https://youtube.com/watch?v=lWlan_59zfI,this is toyota vios
@OatKrunch88,1 year ago (edited), @esk4105 it’s a sarcastic jokes since most of the parts are using perodua parts like steering and speedometer can be seen the same as the axis high spec,0,https://youtube.com/watch?v=lWlan_59zfI, @esk4105 it’s a sarcastic jokes since most of the parts are using perodua parts like steering and speedometer can be seen the same as the axis high spec
@Khaiz99,1 year ago, @esk4105 slow la u nk faham lol 😂,0,https://youtube.com/watch?v=lWlan_59zfI, @esk4105 slow la u nk faham lol 😂
@Autophiles,2 years ago,it's not polite,2,https://youtube.com/watch?v=lWlan_59zfI,it's not polite
@salopaindahouz,2 years ago,​ @Autophiles  you're in the middle of nowhere,2,https://youtube.com/watch?v=lWlan_59zfI,​ @autophiles  you're in the middle of nowhere
@OatKrunch88,2 years ago,Folding seats and spare tyre where ah?,6,https://youtube.com/watch?v=lWlan_59zfI,folding seats and spare tyre where ah?
@esk4105,2 years ago,"Civic FC also no folding seats but yet many people also buy Civic FC which don’t care about that. Besides that, you can use type repair kit for this new Vios, can settle mah",21,https://youtube.com/watch?v=lWlan_59zfI,"civic fc also no folding seats but yet many people also buy civic fc which don’t care about that. besides that, you can use type repair kit for this new vios, can settle mah"
@fiqrimanssor2558,2 years ago (edited), @esk4105 City RS also dont provide spare tyre… only repair kits…,11,https://youtube.com/watch?v=lWlan_59zfI, @esk4105 city rs also dont provide spare tyre… only repair kits…
@feliciachew2883,2 years ago (edited)," @OatKrunch88 they took away spare tyres to decrease the total weight of the car in order to have a better saving fuel performance, and the tool kit which they prepared are also very good for women which are not capable in changing tyres",2,https://youtube.com/watch?v=lWlan_59zfI," @oatkrunch88 they took away spare tyres to decrease the total weight of the car in order to have a better saving fuel performance, and the tool kit which they prepared are also very good for women which are not capable in changing tyres"
@Khaiz99,1 year ago,Hp city and torque more lagi dekat city bro even both same segment and engine capacity,1,https://youtube.com/watch?v=lWlan_59zfI,hp city and torque more lagi dekat city bro even both same segment and engine capacity
@muhammadhafizuddinmuzafar8452,9 months ago,​ @OatKrunch88 pentaksub honda kena bash ke tu?,0,https://youtube.com/watch?v=lWlan_59zfI,​ @oatkrunch88 pentaksub honda kena bash ke tu?
@muhammadhafizuddinmuzafar8452,9 months ago,​ @OatKrunch88  pentaksub honda kena bash ke tu?,0,https://youtube.com/watch?v=lWlan_59zfI,​ @oatkrunch88  pentaksub honda kena bash ke tu?
@AbsoluteTartarus98,7 months ago,proton s70 destroyed city and perodua bios,0,https://youtube.com/watch?v=lWlan_59zfI,proton s70 destroyed city and perodua bios
@pathofislam8677,6 months ago,2025 got spare tyre brader​ @OatKrunch88 ,0,https://youtube.com/watch?v=lWlan_59zfI,2025 got spare tyre brader​ @oatkrunch88 
@BrandonLee-ls1oo,2 years ago,But under Toyota,1,https://youtube.com/watch?v=lWlan_59zfI,but under toyota
@Khaiz99,1 year ago," @BrandonLee-ls1oo perodua/toyata/daihatsu sama je bro, fyi, vios/yaris assemble dekat kilang perodua jugak lol 😂",0,https://youtube.com/watch?v=lWlan_59zfI," @brandonlee-ls1oo perodua/toyata/daihatsu sama je bro, fyi, vios/yaris assemble dekat kilang perodua jugak lol 😂"
@komatsusakura,1 year ago,cousins,0,https://youtube.com/watch?v=lWlan_59zfI,cousins
@komatsusakura,1 year ago,"Try the atas one if u have money vios and veloz confirm perodua vios and perodua veloz . Sigh,....",0,https://youtube.com/watch?v=lWlan_59zfI,"try the atas one if u have money vios and veloz confirm perodua vios and perodua veloz . sigh,...."
@komatsusakura,1 year ago, @BrandonLee-ls1oo  daihatsu was bought over by toyota so yes toyota have 63% share in perodua,0,https://youtube.com/watch?v=lWlan_59zfI, @brandonlee-ls1oo  daihatsu was bought over by toyota so yes toyota have 63% share in perodua
@komatsusakura,1 year ago, @Khaiz99  sejak take over banyak yang kena mangsa especially vios and veloz,1,https://youtube.com/watch?v=lWlan_59zfI, @khaiz99  sejak take over banyak yang kena mangsa especially vios and veloz
@Khaiz99,1 year ago," @komatsusakura  yes, model toyata segment B mmg sama je line up model perodua.",0,https://youtube.com/watch?v=lWlan_59zfI," @komatsusakura  yes, model toyata segment b mmg sama je line up model perodua."
@esk4105,2 years ago,But slower and can’t beat this new Vios though,11,https://youtube.com/watch?v=lWlan_59zfI,but slower and can’t beat this new vios though
@Khaiz99,1 year ago, @esk4105 hp and torque lebih kurang ja,0,https://youtube.com/watch?v=lWlan_59zfI, @esk4105 hp and torque lebih kurang ja
@JenXtan,2 years ago,"The signal sound actually have 4 option to change , and the display of the meter also have 3 to change I think",11,https://youtube.com/watch?v=lWlan_59zfI,"the signal sound actually have 4 option to change , and the display of the meter also have 3 to change i think"
@srini390,2 years ago,Now toyota copied honda city back and glanza's front 🤣🤣,2,https://youtube.com/watch?v=lWlan_59zfI,now toyota copied honda city back and glanza's front 🤣🤣
@lowuihiung2218,2 years ago,perodua 。。。。hahah,2,https://youtube.com/watch?v=lWlan_59zfI,perodua 。。。。hahah
@MelonPlaygroundGamer750,2 years ago,Sound like perodua startup,4,https://youtube.com/watch?v=lWlan_59zfI,sound like perodua startup
@kuanhowlim996,2 years ago,P2V so cun.,0,https://youtube.com/watch?v=lWlan_59zfI,p2v so cun.
@stevechannel4728,2 years ago,New Toyota vios g spce 1.5 2023.,0,https://youtube.com/watch?v=lWlan_59zfI,new toyota vios g spce 1.5 2023.
@matjeraie,2 years ago,Bro likes to torture the side mirror.,5,https://youtube.com/watch?v=lWlan_59zfI,bro likes to torture the side mirror.
@dutz8687,2 years ago,Handsome looking car,14,https://youtube.com/watch?v=lWlan_59zfI,handsome looking car
@bryanttx1,2 years ago,Good ASMR video 🤣,1,https://youtube.com/watch?v=lWlan_59zfI,good asmr video 🤣
@ShuibAnNasaie,2 years ago,Perodua Vios,6,https://youtube.com/watch?v=lWlan_59zfI,perodua vios
@petemorbius3936,2 years ago,54k soon,0,https://youtube.com/watch?v=lWlan_59zfI,54k soon
@yanhaowong8760,2 years ago (edited),Ambreight light very ugly,5,https://youtube.com/watch?v=lWlan_59zfI,ambreight light very ugly
@transcargoeurotrucksim2,2 years ago,This is the new technology after a long long long time,25,https://youtube.com/watch?v=lWlan_59zfI,this is the new technology after a long long long time
@HowtoBasicinIT,2 years ago,I'll prefer the old vios 2019,7,https://youtube.com/watch?v=lWlan_59zfI,i'll prefer the old vios 2019
@Autophiles,2 years ago,"yup, it's all in the video",0,https://youtube.com/watch?v=lWlan_59zfI,"yup, it's all in the video"
@14bqdonk,2 years ago,But Honda City copy BMW and Saga back? 🤮,3,https://youtube.com/watch?v=lWlan_59zfI,but honda city copy bmw and saga back? 🤮
@transcargoeurotrucksim2,2 years ago,"Are you crazy?!! Perodua has NOT made that Toyota Vios Thai export with their Perodua plant at all. Besides, Toyota has created that, NOT Perodua",2,https://youtube.com/watch?v=lWlan_59zfI,"are you crazy?!! perodua has not made that toyota vios thai export with their perodua plant at all. besides, toyota has created that, not perodua"
@14bqdonk,2 years ago,"cing cong! it's Daihatsu! even those Alza, Axia is mostly Daihatsu",2,https://youtube.com/watch?v=lWlan_59zfI,"cing cong! it's daihatsu! even those alza, axia is mostly daihatsu"
@esk4105,2 years ago,But looks better than City to be honest,6,https://youtube.com/watch?v=lWlan_59zfI,but looks better than city to be honest
